compound,aurl,log(kappa),agl_heat_capacity_Cv_300K,agl_thermal_expansion_300K,agl_vibrational_free_energy_300K_atom,agl_bulk_modulus_static_300K
B24Ru4Y8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/B6Ru1Y2_ICSD_603493,1.084118508,0.276335915,0.051020498,0.671926173,0.448354909
O8Pa4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O2Pa1_ICSD_647247,1.255906594,0.025716548,0.056812298,0.534740141,0.449808932
Bi1Sc1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1Sc1_ICSD_58856,0.81024193,0.017250751,0.098583466,0.408601462,0.123162137
Ce4Rh12Si1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Ce4Rh12Si1_ICSD_247295,0.261146248,0.174198846,0.063130626,0.454312796,0.359480005
Mo1Si2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Mo1Si2_ICSD_105092,1.695872891,0.020925485,0.049089898,0.645073329,0.445851263
Ag1Nb1O3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ag1Nb1O3_ICSD_55649,1.088022626,0.0433422,0.063657153,0.573994673,0.413610567
Br1Li3O1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Br1Li3O1_ICSD_67265,0.70597911,0.045045765,0.23614575,0.5450729,0.098877449
Cr4Ga2N2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cr2Ga1N1_ICSD_53124,1.407878468,0.071409332,0.06628979,0.577549373,0.235033783
Ge6N8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ge3N4_ICSD_23672,0.780662882,0.124951294,0.066640808,0.593094925,0.393504151
Cu3In3La3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cu1In1La1_ICSD_628010,0.127454686,0.092146657,0.119118032,0.396368622,0.128104681
Dy4Ru4Si4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Dy1Ru1Si1_ICSD_88065,0.573029499,0.120393648,0.062077572,0.476352971,0.311813031
In3U1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/In3U1_ICSD_59565,0.303634452,0.038733946,0.159309617,0.392744011,0.114739707
Dy10Ru4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Dy5Ru2_ICSD_103366,0.308382975,0.145469075,0.0761183,0.399841006,0.161954571
As4Ba4Cd2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/As2Ba2Cd1_ICSD_422941,0.169897695,0.102855195,0.135440379,0.395642663,0.079620954
Si2Ta4V6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Si1Ta2V3_ICSD_652343,0.580529257,0.118913997,0.064008172,0.495813384,0.375678734
Na4O12Sb4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Na1O3Sb1_ICSD_25540,0.576878989,0.180344277,0.095424302,0.592751002,0.276980084
Ni4P4Ta5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ni4P4Ta5_ICSD_646154,0.8690656,0.124661117,0.052249061,0.537227551,0.503841802
Au4La4O12,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Au1La1O3_ICSD_73873,0.366322077,0.200245293,0.08208561,0.500423984,0.290954612
Ca6Hg4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ca3Hg2_ICSD_58904,-0.184620851,0.103786895,0.189311144,0.349122601,0.064207398
Os2P2Sr1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Os2P2Sr1_ICSD_602096,0.988632522,0.046738407,0.060146971,0.507824962,0.336090677
Br10Pb4Rb2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Br5Pb2Rb1_ICSD_151990,-0.268915922,0.168270775,0.220862417,0.357842914,0.053359248
As8Cu24,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/As1Cu3_ICSD_100149,-0.170561134,0.330518307,0.13508936,0.460614145,0.213789594
As8Si4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/As2Si1_ICSD_24801,0.417890009,0.118481826,0.115256831,0.500892171,0.176562507
Bi1Er1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1Er1_ICSD_58781,0.802139945,0.017388049,0.092089629,0.381543392,0.120791852
Ir2Sb2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ir1Sb1_ICSD_44481,0.693914165,0.038078224,0.062253081,0.44317352,0.355274697
C2Co1Ho1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/C2Co1Ho1_ICSD_617411,1.28050325,0.034138435,0.061902062,0.568586397,0.430000136
Al1C1Er3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1C1Er3_ICSD_606192,0.538927962,0.049676592,0.094897775,0.370560629,0.084466941
Mn2O6Y2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Mn1O3Y1_ICSD_181182,0.74505292,0.091355495,0.077873391,0.569249661,0.329556659
Ce2Co2Si4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ce1Co1Si2_ICSD_16501,0.878537306,0.074643156,0.0703265,0.543491485,0.307991676
Ba1O3Pa1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ba1O3Pa1_ICSD_61315,0.579272428,0.048690279,0.07015099,0.439397582,0.250291941
P1Th1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/P1Th1_ICSD_648200,1.062525579,0.016964943,0.056812298,0.448222989,0.239863867
Er6Ge8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Er3Ge4_ICSD_657789,0.536291977,0.142251634,0.088930465,0.461550969,0.175089854
In14Pt6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/In7Pt3_ICSD_59500,-0.058728639,0.208602919,0.115607849,0.416213778,0.185666965
B1Rh6Ti2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/B1Rh6Ti2_ICSD_415337,0.901625032,0.084255791,0.05453068,0.545874275,0.49855052
Al2Y2Zn2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al1Y1Zn1_ICSD_609667,0.958816551,0.056182105,0.09770592,0.522330401,0.151642138
In4La4O12,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/In1La1O3_ICSD_281549,0.420437663,0.197313661,0.076644827,0.519077091,0.318285706
C8Na4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/C2Na1_ICSD_186177,1.02157379,0.080980825,0.079101955,0.704211649,0.373718074
Ga2Hg1Te4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ga2Hg1Te4_ICSD_53575,0.232932612,0.070797301,0.149481107,0.394664568,0.08089277
Fe1H6Mg2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Fe1H6Mg2_ICSD_107500,0.978417008,0.065242056,0.145795416,0.676117976,0.208810927
Ga2La2Zn2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ga1La1Zn1_ICSD_634520,0.701451409,0.058492604,0.114379286,0.46647189,0.128723095
B2Ir3Th1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B2Ir3Th1_ICSD_44425,1.110852228,0.05644971,0.046457261,0.51712372,0.560616869
Ge4Pt4Sr4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ge1Pt1Sr1_ICSD_57115,-0.048900583,0.124524584,0.099109993,0.385776917,0.16278291
Ge2Pt2Th1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ge2Pt2Th1_ICSD_53888,0.47087776,0.049055823,0.068395899,0.419228349,0.313728252
Sb6Yb10,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Sb3Yb5_ICSD_173032,0.12498325,0.167436651,0.136668942,0.384406186,0.081986014
Hf2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Hf1_ICSD_181757,1.280293755,0.017121719,0.051547025,0.428498262,0.241869965
Nb2O4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Nb1O2_ICSD_56018,1.197812415,0.049814217,0.049265407,0.608356092,0.526876712
B2O8Ta2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/B1O4Ta1_ICSD_20383,1.242290419,0.094989087,0.046983788,0.648947595,0.648846551
In1Pt5Si1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/In1Pt5Si1_ICSD_640309,0.492304909,0.069654795,0.063832663,0.444142594,0.434007788
Cl1O4Rb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1O4Rb1_ICSD_33565,0.563902123,0.055859524,0.136493433,0.52831659,0.134476256
Be1Cu1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Be1Cu1_ICSD_58700,1.15879657,0.015260686,0.108411976,0.559442551,0.290656991
Si4W6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Si2W3_ICSD_652552,0.777933325,0.098784698,0.043824624,0.490385036,0.556366123
Cl6Cs2Te1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl6Cs2Te1_ICSD_26704,0.018546555,0.091964249,0.221966369,0.403961318,0.051215927
Pd2Tb2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Pd1Tb1_ICSD_648985,0.479523485,0.038695717,0.085244774,0.396534833,0.184831129
Ge2La1Pt2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ge2La1Pt2_ICSD_53665,0.410400963,0.049091504,0.079277464,0.417024986,0.264652693
F2Pb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/F2Pb1_ICSD_180950,0.307913017,0.027928633,0.157203508,0.406112586,0.139910668
Er8S12,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Er2S3_ICSD_631065,0.461632066,0.20313105,0.0780489,0.478355168,0.196527838
Cd3La3Pd3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1La1Pd1_ICSD_656599,0.082189152,0.092345085,0.10753443,0.38736167,0.145423234
Al4H12,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1H3_ICSD_182535,0.921339942,0.112229353,0.141232179,0.696056949,0.107267163
Er2Ge2Sn2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Er1Ge1Sn1_ICSD_261755,0.603474571,0.059296145,0.100163048,0.437065896,0.150456654
P2Rh3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/P2Rh3_ICSD_35626,0.791672407,0.046454419,0.060849008,0.514953599,0.465973582
Ge1Mn1Ni2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ge1Mn1Ni2_ICSD_53687,0.098965434,0.038144124,0.152289253,0.439127179,0.265650062
Ag1Bi1Li2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag1Bi1Li2_ICSD_57350,-0.027255789,0.039028493,0.246469196,0.356758372,0.076624757
Si2Ti2Y2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Si1Ti1Y1_ICSD_88113,1.013856409,0.055026492,0.075416264,0.542531635,0.201142317
Ir4P4Sr4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ir1P1Sr1_ICSD_155712,0.300651995,0.122540672,0.075240755,0.439457346,0.234829311
Au3Ho3In3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Au1Ho1In1_ICSD_54953,0.253587556,0.092001386,0.100865084,0.40246249,0.175636022
O2Se2Th2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O1Se1Th1_ICSD_26654,0.82893688,0.058062617,0.061024517,0.479295149,0.283711758
Ru1Sb1Ta1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ru1Sb1Ta1_ICSD_107123,1.041605832,0.027079472,0.050318461,0.474754461,0.385041281
Li9N1S3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Li9N1S3_ICSD_240749,0.661894049,0.110887327,0.201133438,0.616661668,0.097781024
O6Sr2Zr2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/O3Sr1Zr1_ICSD_1522,1.013452391,0.08813587,0.064534699,0.592787537,0.339550798
Dy4In2Pd4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Dy2In1Pd2_ICSD_107343,0.271269913,0.102443412,0.090685556,0.410578851,0.184346757
Ge4In2Tb4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ge2In1Tb2_ICSD_172491,0.411611289,0.10201561,0.095248793,0.42396434,0.14927526
Ga4O8Zn2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ga2O4Zn1_ICSD_187290,0.782650319,0.125165014,0.077697882,0.592058194,0.389205694
Ge4Th6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ge2Th3_ICSD_44503,0.535776261,0.102003595,0.065587754,0.424306685,0.196095493
Ge6Ho2Ni1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ge6Ho2Ni1_ICSD_157622,0.661833501,0.088615009,0.098583466,0.488429523,0.192369785
Mg5Pd10Si16,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mg5Pd10Si16_ICSD_95899,0.301346915,0.303458968,0.08998352,0.535370862,0.254594941
Cr3Nb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cr3Nb1_ICSD_188235,0.98665934,0.036929165,0.09981203,0.495845634,0.158706419
Dy1Os2Si2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Dy1Os2Si2_ICSD_630053,1.094872744,0.046699085,0.05049397,0.508836593,0.423425225
Rb8Sb8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Rb1Sb1_ICSD_14030,-0.502774469,0.169175532,0.220218298,0.316264746,0.038417568
Os2Sb4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Os1Sb2_ICSD_42611,0.936666523,0.057601318,0.062604099,0.491505887,0.29218826
As8Sc12,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/As2Sc3_ICSD_16411,0.546637655,0.196912437,0.082787646,0.521410716,0.181108829
Au2Sc2Sn2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Au1Sc1Sn1_ICSD_245753,0.376618925,0.059581225,0.102444666,0.424127619,0.179530305
C1Ge1Ni3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/C1Ge1Ni3_ICSD_77001,0.63366132,0.046613161,0.08594681,0.51102974,0.394860482
Pt1Sn1Th1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Pt1Sn1Th1_ICSD_108712,0.647853201,0.027971268,0.065236735,0.40097381,0.229260856
Hf3P3Ru3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Hf1P1Ru1_ICSD_53035,0.86893348,0.086780737,0.05049397,0.516123794,0.485807369
Au2K2Se4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Au1K1Se2_ICSD_84003,0.040582563,0.081517854,0.157203508,0.39335563,0.092483381
Er3Pb3Pd3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Er1Pb1Pd1_ICSD_657946,0.23517228,0.092040708,0.099987539,0.400858568,0.180889817
Ge4O24Se8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ge1O6Se2_ICSD_422884,0.522830102,0.323348334,0.086122319,0.60105996,0.27653479
Cu2Nb6Te8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cu1Nb3Te4_ICSD_628496,0.296263611,0.164163141,0.076820337,0.448081811,0.211594019
Ag2Hf2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ag1Hf1_ICSD_605330,0.608951562,0.038430297,0.081910101,0.41937088,0.229981052
Al4Pd20,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Al1Pd5_ICSD_245328,-0.003804094,0.247005035,0.089456992,0.459502089,0.328245766
Gd2O8P2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Gd1O4P1_ICSD_184554,0.815829354,0.109466658,0.063832663,0.575530713,0.391872918
As4La2Rh4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/As2La1Rh2_ICSD_610777,0.496942096,0.099760088,0.073836682,0.47445226,0.282748468
Au3Dy3In3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Au1Dy1In1_ICSD_54951,0.258448106,0.091955147,0.101391612,0.404318096,0.173995702
O4Sn2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O2Sn1_ICSD_56675,0.791500472,0.054333998,0.082261119,0.553239531,0.358105498
Al16Hf6Pd7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al16Hf6Pd7_ICSD_608137,0.516463977,0.285989692,0.073310154,0.526692382,0.287337729
Cd1Dy1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cd1Dy1_ICSD_58962,0.64011954,0.017402139,0.106656885,0.37827443,0.119368727
Cr1O2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cr1O2_ICSD_186838,1.279064353,0.020318297,0.078926446,0.655417184,0.466316641
Dy4Ge4Pt4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Dy1Ge1Pt1_ICSD_90294,0.406712161,0.122371007,0.074363209,0.442920483,0.271620645
N1Pt1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/N1Pt1_ICSD_167865,0.311336314,0.017322113,0.0741877,0.395509604,0.515685277
B4W4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/B1W1_ICSD_24281,1.34799315,0.07092728,0.040138933,0.581991732,0.749024214
C6Cr3W20,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C6Cr3W20_ICSD_617559,0.716025893,0.287850907,0.036277733,0.519408136,0.726668605
Ce2O8V2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ce1O4V1_ICSD_15612,0.658914363,0.114009376,0.066114281,0.543381069,0.316438642
Nb1Ru3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Nb1Ru3_ICSD_105224,1.210497766,0.035607527,0.047334806,0.535641648,0.51365646
In4Sr2Te8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/In2Sr1Te4_ICSD_41167,0.003124341,0.145945301,0.138073015,0.386101219,0.076688825
Ca2Cl4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ca1Cl2_ICSD_246417,0.167949113,0.059184734,0.177211546,0.441707618,0.069470281
Mg1Ni2Sn1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mg1Ni2Sn1_ICSD_104842,0.634571978,0.03728415,0.109991558,0.482218158,0.233529778
Mn1Pt1Sb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mn1Pt1Sb1_ICSD_643376,0.497472868,0.027885307,0.092967175,0.411061245,0.209610413
Cd2In4O8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Cd1In2O4_ICSD_52389,0.385330954,0.138518646,0.088930465,0.504639422,0.288921251
K4Na4Te4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/K1Na1Te1_ICSD_67276,-0.226435146,0.124889763,0.295485379,0.371439493,0.036259707
In2Pd6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/In1Pd3_ICSD_247188,0.277274484,0.080082986,0.095599811,0.447147919,0.293342391
Cl6Pt1Tl2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl6Pt1Tl2_ICSD_26710,-0.049525125,0.092327244,0.179844183,0.388206931,0.081707251
Sn4Sr8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Sn1Sr2_ICSD_106075,0.062480449,0.124685146,0.150358653,0.379739656,0.05740166
Er2Ga2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Er1Ga1_ICSD_602411,0.835898476,0.038019606,0.092616156,0.446630568,0.154438861
Ir4N8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Ir1N2_ICSD_160623,1.156103726,0.102637471,0.048738879,0.613711371,0.753022778
Be2Zr1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Be2Zr1_ICSD_58756,1.528101312,0.022650641,0.072432609,0.612953387,0.261612875
Si6Tc10,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Si3Tc5_ICSD_652383,0.901304629,0.150580861,0.043298097,0.55911464,0.551926808
Mn2Se2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Mn1Se1_ICSD_76218,0.494026514,0.038004315,0.123856778,0.447511462,0.139659849
Hf2Zn1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Hf2Zn1_ICSD_639016,1.132416597,0.027387017,0.064008172,0.454939075,0.240297802
O2Pb2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O1Pb1_ICSD_15466,0.592667422,0.038331629,0.111395631,0.426659796,0.146819778
Si82,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Si1_ICSD_189394,0.1719662,0.770235376,0.083314174,0.57689558,0.163336347
Ga2Ho6O12,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ga1Ho3O6_ICSD_99496,0.555835383,0.195752819,0.071906082,0.527901958,0.349115545
Nb8O10,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Nb4O5_ICSD_39595,0.940419355,0.159034242,0.048387861,0.603230397,0.534258153
Hg2Ho1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Hg2Ho1_ICSD_104298,0.285356992,0.028225183,0.135615888,0.362676331,0.13979571
Ag2Si2Sr1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ag2Si2Sr1_ICSD_25330,0.537565998,0.048035286,0.142636252,0.467658819,0.133020643
As1Nd1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/As1Nd1_ICSD_26268,1.129396612,0.016892526,0.077697882,0.456159156,0.150476647
Ga2Tb2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ga1Tb1_ICSD_103979,0.815559818,0.038143032,0.089808011,0.439204083,0.146058461
Ce2Rh2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ce1Rh1_ICSD_604327,0.308289024,0.038791836,0.0703265,0.38666796,0.250535035
Au3In3Yb3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Au1In1Yb1_ICSD_58515,-0.103415366,0.092917066,0.168962618,0.355060632,0.10644723
Br4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Br1_ICSD_426930,0.215735355,0.038761981,0.230303052,0.389850095,0.046469677
Au3In3La3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Au1In1La1_ICSD_58496,0.085775632,0.092498365,0.110342576,0.379741686,0.14215668
Ag2Br4Cs2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ag1Br2Cs1_ICSD_150301,-0.567341718,0.082701502,0.366824566,0.297546531,0.035780333
Au2Sn8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Au1Sn4_ICSD_151194,-0.337513215,0.103993696,0.138073015,0.334578373,0.113644873
Ga4Ho4Pt4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ga1Ho1Pt1_ICSD_634398,0.08919483,0.12434072,0.077346864,0.392231847,0.252877376
Al1Sb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Sb1_ICSD_151218,0.834299237,0.016926131,0.115256831,0.452553263,0.105685231
Pt2Th2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Pt1Th1_ICSD_150541,0.347082055,0.03903541,0.055934753,0.355745095,0.268912527
Ag2Yb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ag2Yb1_ICSD_605966,-0.003507591,0.028362553,0.235003185,0.332579559,0.079608004
Cd2Cr4S8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd1Cr2S4_ICSD_39415,0.283115709,0.140170875,0.104375267,0.487666577,0.168865953
Ge12Pt8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ge3Pt2_ICSD_42912,0.205169164,0.205046877,0.08594681,0.460654739,0.282657591
Hg1S1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hg1S1_ICSD_104340,0.245186825,0.017483221,0.14702398,0.356767844,0.105375115
Ir8Mg4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ir2Mg1_ICSD_414084,0.360112281,0.122384114,0.056636789,0.442658876,0.434348575
F6Na1P1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/F6Na1P1_ICSD_90615,0.659724194,0.071205079,0.117187431,0.579448054,0.175389974
Al2Mo6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1Mo3_ICSD_57999,1.143810798,0.073134742,0.044351152,0.560437109,0.484469213
Ni6Sb2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ni3Sb1_ICSD_646421,0.326812913,0.079113785,0.092616156,0.471812283,0.353777507
Br3Ga1La3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Br3Ga1La3_ICSD_95072,0.267192856,0.070582125,0.124207796,0.4061401,0.092399547
Al4Li4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al1Li1_ICSD_262069,0.822775275,0.069015822,0.173174837,0.598456969,0.084897923
Ba2N2Zn1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ba2N2Zn1_ICSD_80377,0.465845159,0.048688459,0.11753845,0.43949388,0.13142667
Dy1N1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Dy1N1_ICSD_106594,1.543598753,0.015415278,0.061551044,0.552706619,0.357169471
As8O12,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/As2O3_ICSD_16850,0.899241422,0.175990156,0.079803991,0.606909134,0.192883237
Br6K2Se1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Br6K2Se1_ICSD_36228,-0.184535821,0.092614509,0.258649528,0.37351724,0.047176014
Ca2H6Ru1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ca2H6Ru1_ICSD_656082,0.840742635,0.077138611,0.143338289,0.605675296,0.180183707
Ca1Mn7O12,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Ca1Mn7O12_ICSD_168994,0.24896096,0.180758244,0.116660904,0.591340128,0.372661635
O8Si4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/O2Si1_ICSD_170510,1.282730843,0.082096389,0.046281752,0.700041722,0.33893511
C1Ge1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ge1_ICSD_182364,1.293004363,0.014446441,0.095073284,0.590434877,0.345055639
